lib	name	group
PLAgetzR301006-762	PK269	G1
PLAgetzR301007-687	PK270	G1
PLAgetzR301008-688	PK271	G1
PLAgetzR301009-690	PK272	G1
PLAgetzR301010-691	PK273	G1
PLAgetzR301011-692	PK274	G1
PLAgetzR301012-695	PK275	G1
PLAgetzR301013-701	PK276	G1
PLAgetzR301014-703	PK277	G1
PLAgetzR301015-706	PK278	G1
PLAgetzR301016-707	PK279	G1
PLAgetzR301017-708	PK280	G1
PLAgetzR301018-710	PK281	G1
PLAgetzR301019-713	PK282	G1
PLAgetzR301020-714	PK283	G1
PLAgetzR301021-716	PK284	G1
PLAgetzR301022-717	PK285	G1
PLAgetzR301023-719	PK286	G1
PLAgetzR301024-720	PK287	G1
PLAgetzR301025-723	PK288	G1
PLAgetzR301026-724	PK289	G1
PLAgetzR301027-728	PK290	G1
PLAgetzR301028-730	PK291	G1
PLAgetzR301029-731	PK292	G1
PLAgetzR301030-733	PK293	G1
PLAgetzR301031-734	PK294	G1
PLAgetzR301032-735	PK295	G1
PLAgetzR301033-736	PK296	G1
PLAgetzR301034-737	PK297	G1
PLAgetzR301035-739	PK298	G1
PLAgetzR301036-401	PK299	G1
PLAgetzR301037-402	PK300	G1
PLAgetzR301038-403	PK301	G1
PLAgetzR301039-404	PK302	G1
PLAgetzR301040-405	PK303	G1
PLAgetzR301041-406	PK304	G1
PLAgetzR301042-407	PK305	G1
PLAgetzR301043-409	PK306	G1
PLAgetzR301044-410	PK307	G1
PLAgetzR301045-411	PK308	G1
PLAgetzR301046-412	PK309	G1
PLAgetzR301047-413	PK310	G1
PLAgetzR301048-414	PK311	G1
PLAgetzR301049-415	PK312	G1
PLAgetzR301050-416	PK313	G1
PLAgetzR301051-602	PK314	G1
PLAgetzR301052-603	PK315	G1
PLAgetzR301053-604	PK316	G1
PLAgetzR301054-605	PK317	G1
PLAgetzR301055-607	PK318	G1
PLAgetzR301056-608	PK319	G1
PLAgetzR301057-609	PK320	G1
PLAgetzR301058-610	PK321	G1
PLAgetzR301059-611	PK322	G1
PLAgetzR301060-612	PK323	G1
PLAgetzR301061-613	PK324	G1
PLAgetzR301062-614	PK325	G1
PLAgetzR301063-616	PK326	G1
PLAgetzR301064-618	PK327	G1
PLAgetzR301065-738	PK328	G1
PLAgetzR301066-718	PK329	G1
PLAgetzR301067-621	PK330	G1
PLAgetzR301068-622	PK331	G1
PLAgetzR301069-623	PK332	G1
PLAgetzR301070-624	PK333	G1
PLAgetzR301071-625	PK334	G1
PLAgetzR301072-626	PK335	G1
PLAgetzR301073-627	PK336	G1
PLAgetzR301074-628	PK337	G1
PLAgetzR301075-629	PK338	G1
PLAgetzR301076-630	PK339	G1
PLAgetzR301077-631	PK340	G1
PLAgetzR301078-632	PK341	G1
PLAgetzR301079-633	PK342	G1
PLAgetzR301080-634	PK343	G1
PLAgetzR301081-635	PK344	G1
PLAgetzR301082-636	PK345	G1
PLAgetzR301083-637	PK346	G1
PLAgetzR301084-639	PK347	G1
PLAgetzR301085-640	PK348	G1
PLAgetzR301086-642	PK349	G1
PLAgetzR301088-645	PK350	G1
PLAgetzR301089-646	PK351	G1
PLAgetzR301090-648	PK352	G1
PLAgetzR301091-729	PK353	G1
PLAgetzR301092-650	PK354	G1
PLAgetzR301093-651	PK355	G1
PLAgetzR301094-652	PK356	G1
PLAgetzR301095-665	PK357	G1
PLAgetzR301096-686	PK358	G1
PLAgetzR301097-693	PK359	G1
PLAgetzR301098-704	PK360	G1
PLAgetzR301099-709	PK361	G1
PLAgetzR301100-732	PK362	G1
PLAgetzR301101-762	PK363	G1
PLAgetzR301102-740	PK364	G1
PLAgetzR301103-741	PK365	G1
PLAgetzR301104-742	PK366	G1
PLAgetzR301105-743	PK367	G1
PLAgetzR301106-744	PK368	G1
PLAgetzR301107-746	PK369	G1
PLAgetzR301108-606	PK370	G1
PLAgetzR301109-748	PK371	G1
PLAgetzR301110-749	PK372	G1
PLAgetzR301111-750	PK373	G1
PLAgetzR301112-751	PK374	G1
