lib	name	group
PLAszhcR282500-748	GL313	G1
PLAszhcR282501-749	GL314	G1
PLAszhcR282502-750	GL315	G1
PLAszhcR282503-751	GL316	G1
PLAszhcR282504-752	GL317	G1
PLAszhcR282505-753	GL318	G1
PLAszhcR282506-754	GL319	G1
PLAszhcR282507-755	GL320	G1
PLAszhcR282508-756	GL321	G1
PLAszhcR282509-757	GL322	G1
PLAszhcR282510-758	GL323	G1
PLAszhcR282511-759	GL324	G1
PLAszhcR282512-760	GL325	G1
PLAszhcR282513-761	GL326	G1
PLAszhcR282514-764	GL327	G1
PLAszhcR282515-765	GL328	G1
PLAszhcR282516-766	GL329	G1
PLAszhcR282517-767	GL330	G1
PLAszhcR282518-768	GL331	G1
PLAszhcR282519-769	GL332	G1
PLAszhcR282520-770	GL333	G1
PLAszhcR282521-771	GL334	G1
PLAszhcR282522-607	GL335	G1
PLAszhcR282523-612	GL336	G1
PLAszhcR282524-622	GL337	G1
PLAszhcR282525-632	GL338	G1
PLAszhcR282526-643	GL339	G1
PLAszhcR282527-648	GL340	G1
PLAszhcR282528-657	GL341	G1
PLAszhcR282529-704	GL342	G1
PLAszhcR282530-401	GL343	G1
PLAszhcR282531-402	GL344	G1
PLAszhcR282532-403	GL345	G1
PLAszhcR282534-404	GL346	G1
PLAszhcR282535-406	GL347	G1
PLAszhcR282536-407	GL348	G1
PLAszhcR282537-409	GL349	G1
PLAszhcR282538-410	GL350	G1
PLAszhcR282539-411	GL351	G1
PLAszhcR282540-412	GL352	G1
PLAszhcR282541-413	GL353	G1
PLAszhcR282542-414	GL354	G1
PLAszhcR282543-415	GL355	G1
PLAszhcR282544-416	GL356	G1
PLAszhcR282545-602	GL357	G1
PLAszhcR282546-603	GL358	G1
PLAszhcR282547-604	GL359	G1
PLAszhcR282548-605	GL360	G1
PLAszhcR282549-610	GL361	G1
PLAszhcR282550-616	GL362	G1
PLAszhcR282551-608	GL363	G1
PLAszhcR282552-609	GL364	G1
PLAszhcR282553-613	GL365	G1
PLAszhcR282554-614	GL366	G1
PLAszhcR282555-623	GL367	G1
PLAszhcR282556-624	GL368	G1
PLAszhcR282557-633	GL369	G1
PLAszhcR282558-634	GL370	G1
PLAszhcR282559-645	GL371	G1
PLAszhcR282560-649	GL372	G1
PLAszhcR282561-658	GL373	G1
PLAszhcR282562-702	GL374	G1
PLAszhcR282563-708	GL375	G1
PLAszhcR282564-710	GL376	G1
PLAszhcR282565-713	GL377	G1
PLAszhcR282566-714	GL378	G1
PLAszhcR282567-716	GL379	G1
PLAszhcR282568-717	GL380	G1
PLAszhcR282569-718	GL381	G1
PLAszhcR282570-719	GL382	G1
PLAszhcR282571-720	GL383	G1
PLAszhcR282572-721	GL384	G1
PLAszhcR282573-722	GL385	G1
PLAszhcR282574-723	GL386	G1
PLAszhcR282575-724	GL387	G1
PLAszhcR282576-726	GL388	G1
PLAszhcR282577-728	GL389	G1
PLAszhcR282578-729	GL390	G1
PLAszhcR282579-730	GL391	G1
PLAszhcR282580-731	GL392	G1
PLAszhcR282581-733	GL393	G1
PLAszhcR282582-734	GL394	G1
PLAszhcR282583-735	GL395	G1
PLAszhcR282584-736	GL396	G1
PLAszhcR282585-737	GL397	G1
PLAszhcR282586-738	GL398	G1
PLAszhcR282587-739	GL399	G1
PLAszhcR282588-740	GL400	G1
PLAbzqpR301853-401	GL401	G1
PLAbzqpR301854-402	GL402	G1
PLAbzqpR301855-403	GL403	G1
PLAbzqpR301856-404	GL404	G1
PLAbzqpR301857-405	GL405	G1
PLAbzqpR301858-406	GL406	G1
PLAbzqpR301859-407	GL407	G1
PLAbzqpR301860-409	GL408	G1
PLAbzqpR301861-410	GL409	G1
PLAbzqpR301862-411	GL410	G1
PLAbzqpR301863-412	GL411	G1
PLAbzqpR301864-413	GL412	G1
PLAbzqpR301865-414	GL413	G1
PLAbzqpR301866-415	GL414	G1
PLAbzqpR301867-416	GL415	G1
PLAbzqpR301868-602	GL416	G1
PLAbzqpR301869-603	GL417	G1
PLAbzqpR301870-604	GL418	G1
PLAbzqpR301871-605	GL419	G1
PLAbzqpR301872-607	GL420	G1
PLAbzqpR301873-608	GL421	G1
PLAbzqpR301874-609	GL422	G1
PLAbzqpR301875-610	GL423	G1
PLAbzqpR301876-611	GL424	G1
PLAbzqpR301877-612	GL425	G1
PLAbzqpR301878-613	GL426	G1
PLAbzqpR301879-614	GL427	G1
PLAbzqpR301880-616	GL428	G1
PLAbzqpR301881-618	GL429	G1
PLAbzqpR301882-619	GL430	G1
PLAbzqpR301883-620	GL431	G1
PLAbzqpR301884-621	GL432	G1
PLAbzqpR301885-622	GL433	G1
PLAbzqpR301886-623	GL434	G1
PLAbzqpR301887-624	GL435	G1
PLAbzqpR301888-625	GL436	G1
PLAbzqpR301889-626	GL437	G1
PLAbzqpR301890-627	GL438	G1
PLAbzqpR301891-628	GL439	G1
PLAbzqpR301892-629	GL440	G1
PLAbzqpR301893-630	GL441	G1
PLAbzqpR301894-631	GL442	G1
PLAbzqpR301895-632	GL443	G1
PLAbzqpR301896-633	GL444	G1
PLAbzqpR301897-634	GL445	G1
PLAbzqpR301898-635	GL446	G1
PLAbzqpR301899-636	GL447	G1
PLAbzqpR301900-637	GL448	G1
PLAbzqpR301901-639	GL449	G1
PLAbzqpR301902-640	GL450	G1
PLAbzqpR301903-642	GL451	G1
PLAbzqpR301904-643	GL452	G1
PLAbzqpR301905-645	GL453	G1
PLAbzqpR301906-646	GL454	G1
PLAbzqpR301907-648	GL455	G1
PLAbzqpR301908-649	GL456	G1
PLAbzqpR301909-650	GL457	G1
PLAbzqpR301910-651	GL458	G1
PLAbzqpR301911-652	GL459	G1
PLAbzqpR301912-665	GL460	G1
PLAbzqpR301913-686	GL461	G1
PLAbzqpR301914-693	GL462	G1
PLAbzqpR301915-704	GL463	G1
PLAbzqpR301916-709	GL464	G1
PLAbzqpR301917-732	GL465	G1
PLAbzqpR301918-762	GL466	G1
PLAbzqpR301919-687	GL467	G1
PLAbzqpR301920-688	GL468	G1
PLAbzqpR301921-690	GL469	G1
