lib	name	group
PLAbzqpR304797-627	GL719	G1
PLAbzqpR304798-628	GL720	G1
PLAbzqpR304799-629	GL721	G1
PLAbzqpR304800-630	GL722	G1
PLAbzqpR304801-631	GL723	G1
PLAbzqpR304802-632	GL724	G1
PLAbzqpR304803-633	GL725	G1
PLAbzqpR304804-634	GL726	G1
PLAbzqpR304805-635	GL727	G1
PLAbzqpR304806-636	GL728	G1
PLAbzqpR304807-637	GL729	G1
PLAbzqpR304808-639	GL730	G1
PLAbzqpR304809-640	GL731	G1
PLAbzqpR304810-642	GL732	G1
PLAbzqpR304811-643	GL733	G1
PLAbzqpR304812-645	GL734	G1
PLAbzqpR304813-646	GL735	G1
PLAbzqpR304814-648	GL736	G1
PLAbzqpR304815-649	GL737	G1
PLAbzqpR304816-650	GL738	G1
PLAbzqpR304817-651	GL739	G1
PLAbzqpR304818-652	GL740	G1
PLAbzqpR304819-665	GL741	G1
PLAbzqpR304820-686	GL742	G1
PLAbzqpR304821-693	GL743	G1
PLAbzqpR304822-704	GL744	G1
PLAbzqpR304823-709	GL745	G1
PLAbzqpR304824-732	GL746	G1
PLAbzqpR304825-762	GL747	G1
PLAbzqpR304826-653	GL748	G1
PLAbzqpR304827-654	GL749	G1
PLAbzqpR304828-656	GL750	G1
PLAbzqpR304829-657	GL751	G1
PLAbzqpR304830-658	GL752	G1
PLAbzqpR304831-659	GL753	G1
PLAbzqpR304832-660	GL754	G1
PLAbzqpR304833-661	GL755	G1
PLAbzqpR304834-662	GL756	G1
PLAbzqpR304835-663	GL757	G1
PLAbzqpR304836-664	GL758	G1
PLAbzqpR304837-666	GL759	G1
PLAbzqpR304838-667	GL760	G1
PLAbzqpR304839-668	GL761	G1
PLAbzqpR304840-669	GL762	G1
PLAbzqpR304841-670	GL763	G1
PLAbzqpR304842-671	GL764	G1
PLAbzqpR304843-672	GL765	G1
PLAbzqpR304844-673	GL766	G1
PLAbzqpR304845-674	GL767	G1
PLAbzqpR304846-675	GL768	G1
PLAbzqpR304847-676	GL769	G1
PLAbzqpR304848-678	GL770	G1
PLAbzqpR304849-679	GL771	G1
PLAbzqpR304850-681	GL772	G1
PLAbzqpR304851-682	GL773	G1
PLAbzqpR304852-683	GL774	G1
PLAbzqpR304853-684	GL775	G1
PLAbzqpR304854-685	GL776	G1
PLAbzqpR304855-401	GL777	G1
PLAbzqpR304856-402	GL778	G1
PLAbzqpR304857-403	GL779	G1
PLAbzqpR304858-404	GL780	G1
PLAbzqpR304859-405	GL781	G1
PLAbzqpR304860-406	GL782	G1
PLAbzqpR304861-407	GL783	G1
PLAbzqpR304862-409	GL784	G1
PLAbzqpR304863-410	GL785	G1
PLAbzqpR304864-411	GL786	G1
PLAbzqpR304865-412	GL787	G1
PLAbzqpR304866-413	GL788	G1
PLAbzqpR304867-414	GL789	G1
PLAbzqpR304868-415	GL790	G1
PLAbzqpR304869-416	GL791	G1
PLAbzqpR304870-602	GL792	G1
PLAbzqpR304871-603	GL793	G1
PLAbzqpR304872-604	GL794	G1
PLAbzqpR304873-605	GL795	G1
PLAbzqpR304874-607	GL796	G1
PLAbzqpR304875-608	GL797	G1
PLAbzqpR304876-609	GL798	G1
PLAbzqpR304877-610	GL799	G1
PLAbzqpR304878-611	GL800	G1
PLAbzqpR304879-612	GL801	G1
PLAbzqpR304880-613	GL802	G1
PLAbzqpR304881-614	GL803	G1
PLAbzqpR304882-616	GL804	G1
PLAbzqpR304884-619	GL805	G1
PLAbzqpR304885-620	GL806	G1
PLAbzqpR304886-621	GL807	G1
PLAbzqpR304887-622	GL808	G1
PLAbzqpR304888-623	GL809	G1
PLAbzqpR304889-624	GL810	G1
PLAbzqpR304890-625	GL811	G1
PLAbzqpR304891-626	GL812	G1
PLAbzqpR304892-627	GL813	G1
PLAbzqpR304893-628	GL814	G1
PLAbzqpR304894-629	GL815	G1
PLAbzqpR304895-630	GL816	G1
PLAbzqpR304896-631	GL817	G1
PLAbzqpR304897-632	GL818	G1
PLAbzqpR304898-633	GL819	G1
PLAbzqpR304899-634	GL820	G1
PLAbzqpR304900-635	GL821	G1
PLAbzqpR304901-636	GL822	G1
PLAbzqpR304902-637	GL823	G1
PLAbzqpR304903-639	GL824	G1
PLAbzqpR304904-640	GL825	G1
PLAbzqpR304905-642	GL826	G1
PLAbzqpR304906-643	GL827	G1
PLAbzqpR304907-645	GL828	G1
PLAbzqpR304908-646	GL829	G1
PLAbzqpR304909-648	GL830	G1
PLAbzqpR304910-649	GL831	G1
PLAbzqpR304911-650	GL832	G1
PLAbzqpR304912-651	GL833	G1
PLAbzqpR304913-652	GL834	G1
PLAbzqpR304914-665	GL835	G1
PLAbzqpR304915-686	GL836	G1
PLAbzqpR304916-693	GL837	G1
PLAbzqpR304917-704	GL838	G1
PLAbzqpR304918-709	GL839	G1
PLAbzqpR304919-732	GL840	G1
PLAbzqpR304920-762	GL841	G1
PLAbzqpR304921-687	GL842	G1
PLAbzqpR304922-688	GL843	G1
PLAbzqpR304923-690	GL844	G1
PLAbzqpR304924-691	GL845	G1
PLAbzqpR304925-692	GL846	G1
PLAbzqpR304926-695	GL847	G1
PLAbzqpR304927-701	GL848	G1
PLAbzqpR304928-703	GL849	G1
PLAbzqpR304929-706	GL850	G1
PLAbzqpR304930-707	GL851	G1
PLAbzqpR304931-708	GL852	G1
PLAbzqpR304932-710	GL853	G1
PLAbzqpR304933-713	GL854	G1
PLAbzqpR304934-714	GL855	G1
PLAbzqpR304935-716	GL856	G1
PLAbzqpR304936-717	GL857	G1
PLAbzqpR304937-719	GL858	G1
PLAbzqpR304938-720	GL859	G1
PLAbzqpR304939-723	GL860	G1
PLAbzqpR304940-724	GL861	G1
PLAbzqpR304941-728	GL862	G1
PLAbzqpR304942-730	GL863	G1
PLAbzqpR304943-731	GL864	G1
PLAbzqpR304944-733	GL865	G1
PLAbzqpR304945-734	GL866	G1
PLAbzqpR304946-735	GL867	G1
PLAbzqpR304947-736	GL868	G1
PLAbzqpR304948-737	GL869	G1
PLAbzqpR304949-739	GL870	G1
PLAbzqpR304950-401	GL871	G1
PLAbzqpR304951-402	GL872	G1
PLAbzqpR304952-403	GL873	G1
PLAbzqpR304953-404	GL874	G1
PLAbzqpR304954-405	GL875	G1
PLAbzqpR304955-406	GL876	G1
PLAbzqpR304956-407	GL877	G1
PLAbzqpR304957-409	GL878	G1
PLAbzqpR304958-410	GL879	G1
PLAbzqpR304959-411	GL880	G1
PLAbzqpR304960-412	GL881	G1
PLAbzqpR304961-413	GL882	G1
PLAbzqpR304962-414	GL883	G1
PLAbzqpR304963-415	GL884	G1
PLAbzqpR304964-416	GL885	G1
PLAbzqpR304965-602	GL886	G1
PLAbzqpR304966-603	GL887	G1
PLAbzqpR304967-604	GL888	G1
PLAbzqpR304968-605	GL889	G1
PLAbzqpR304969-607	GL890	G1
PLAbzqpR304970-608	GL891	G1
PLAbzqpR304971-609	GL892	G1
PLAbzqpR304973-611	GL893	G1
PLAbzqpR304974-612	GL894	G1
PLAbzqpR304975-613	GL895	G1
PLAbzqpR304976-614	GL896	G1
PLAbzqpR304977-616	GL897	G1
PLAbzqpR304978-618	GL898	G1
PLAbzqpR304979-738	GL899	G1
PLAbzqpR304980-718	GL900	G1
PLAbzqpR304981-621	GL901	G1
PLAbzqpR304982-622	GL902	G1
PLAbzqpR304983-623	GL903	G1
PLAbzqpR304984-624	GL904	G1
PLAbzqpR304985-625	GL905	G1
PLAbzqpR304986-626	GL906	G1
PLAbzqpR304987-627	GL907	G1
PLAbzqpR304988-628	GL908	G1
PLAbzqpR304989-629	GL909	G1
PLAbzqpR304990-630	GL910	G1
PLAbzqpR304991-631	GL911	G1
PLAbzqpR304992-632	GL912	G1
PLAbzqpR304993-633	GL913	G1
PLAbzqpR304994-634	GL914	G1
PLAbzqpR304995-635	GL915	G1
PLAbzqpR304996-636	GL916	G1
PLAbzqpR304997-637	GL917	G1
PLAbzqpR304998-639	GL918	G1
PLAbzqpR304999-640	GL919	G1
PLAbzqpR305000-642	GL920	G1
PLAbzqpR305001-643	GL921	G1
PLAbzqpR305002-645	GL922	G1
PLAbzqpR305003-646	GL923	G1
PLAbzqpR305004-648	GL924	G1
PLAbzqpR305005-729	GL925	G1
PLAbzqpR305006-650	GL926	G1
PLAbzqpR305007-651	GL927	G1
PLAbzqpR305008-652	GL928	G1
PLAbzqpR305009-665	GL929	G1
PLAbzqpR305010-686	GL930	G1
PLAbzqpR305011-693	GL931	G1
PLAbzqpR305012-704	GL932	G1
PLAbzqpR305013-709	GL933	G1
PLAbzqpR305014-732	GL934	G1
PLAbzqpR305015-762	GL935	G1
PLAbzqpR305016-740	GL936	G1
PLAbzqpR305017-741	GL937	G1
PLAbzqpR305018-742	GL938	G1
PLAbzqpR305019-743	GL939	G1
PLAbzqpR305020-744	GL940	G1
PLAbzqpR305021-746	GL941	G1
PLAbzqpR305022-606	GL942	G1
PLAbzqpR305023-748	GL943	G1
PLAbzqpR305024-749	GL944	G1
PLAbzqpR305025-750	GL945	G1
PLAbzqpR305026-751	GL946	G1
PLAbzqpR305027-752	GL947	G1
PLAbzqpR305028-753	GL948	G1
PLAbzqpR305029-754	GL949	G1
PLAbzqpR305030-755	GL950	G1
PLAbzqpR305031-756	GL951	G1
PLAbzqpR305032-757	GL952	G1
PLAbzqpR305033-758	GL953	G1
PLAbzqpR305034-759	GL954	G1
PLAbzqpR305035-760	GL955	G1
PLAbzqpR305036-761	GL956	G1
PLAbzqpR305037-764	GW01	G1
PLAbzqpR305038-765	GW02	G1
PLAbzqpR305039-766	GW03	G1
PLAbzqpR305040-767	GW04	G1
PLAbzqpR305041-768	GW05	G1
PLAbzqpR305042-769	GW06	G1
PLAbzqpR305043-770	GW07	G1
PLAbzqpR305044-771	GW08	G1
PLAbzqpR306558-406	GW09	G1
PLAbzqpR306559-407	GW10	G1
PLAbzqpR306560-409	GW11	G1
PLAbzqpR306561-410	GW12	G1
PLAbzqpR306562-411	GW13	G1
PLAbzqpR306563-412	GW14	G1
PLAbzqpR306564-413	GW15	G1
PLAbzqpR306565-414	GW16	G1
PLAbzqpR306566-415	GW17	G1
PLAbzqpR306567-416	GW18	G1
PLAbzqpR306568-602	GW19	G1
PLAbzqpR306569-603	GW20	G1
PLAbzqpR306570-604	GW21	G1
PLAbzqpR306571-605	GW22	G1
PLAbzqpR306572-607	GW23	G1
PLAbzqpR306573-608	GW24	G1
PLAbzqpR306574-609	GW25	G1
PLAbzqpR306575-610	GW26	G1
PLAbzqpR306576-611	GW27	G1
PLAbzqpR306577-612	GW28	G1
PLAbzqpR306578-613	GW29	G1
PLAbzqpR306579-614	GW30	G1
PLAbzqpR306580-616	GW31	G1
PLAbzqpR306581-618	GW32	G1
